Package,Class,Lines of Code,Cyclomatic Complexity,Weighted Methods per Class,Depth of Inheritance Tree,Number of Children,Coupling between Objects,Response for Class,Lack of Cohesion of Methods
org::eclipse::jdt::internal::core::BatchOperation,org::eclipse::jdt::internal::core::JavaModelOperation,28,8,8,2,0,7,8,0
org::eclipse::jdt::internal::core::CopyElementsOperation,org::eclipse::jdt::internal::core::MultiOperation,203,36,37,3,1,27,53,0
org::eclipse::jdt::internal::compiler::ast::JavadocArrayQualifiedTypeReference,org::eclipse::jdt::internal::compiler::ast::ArrayQualifiedTypeReference,17,5,5,7,0,7,13,1
org::eclipse::jdt::internal::compiler::lookup::AnnotationHolder::MethodHolder,org::eclipse::jdt::internal::compiler::lookup::AnnotationHolder,16,4,4,2,1,2,4,0
org::eclipse::jdt::internal::core::jdom::DOMMethod,org::eclipse::jdt::core::jdom::IDOMMethod,639,95,95,4,0,12,85,234
org::eclipse::jdt::internal::compiler::classfmt::MethodInfoWithAnnotations,org::eclipse::jdt::internal::compiler::classfmt::MethodInfo,35,10,10,3,1,3,11,0
org::eclipse::jdt::internal::formatter::comment::MultiCommentRegion,org::eclipse::jdt::internal::formatter::comment::CommentRegion,178,34,34,2,1,12,38,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnFieldName,org::eclipse::jdt::internal::compiler::ast::FieldDeclaration,20,5,5,5,0,6,13,1
org::eclipse::jdt::internal::core::search::indexing::IndexRequest,java::lang::Object,24,6,6,1,8,4,10,0
org::eclipse::jdt::internal::compiler::lookup::TypeBinding,org::eclipse::jdt::internal::compiler::lookup::Binding,647,127,127,2,3,24,81,1434
org::eclipse::jdt::core::NamingConventions,java::lang::Object,647,42,42,1,0,8,42,119
org::eclipse::jdt::internal::compiler::parser::RecoveredAnnotation,org::eclipse::jdt::internal::compiler::parser::RecoveredElement,184,32,32,2,0,16,30,44
org::eclipse::jdt::internal::compiler::lookup::ParameterizedGenericMethodBinding,org::eclipse::jdt::internal::compiler::lookup::ParameterizedMethodBinding,480,105,105,4,0,17,52,22
org::eclipse::jdt::core::dom::VariableBinding,java::lang::Object,232,70,70,2,0,40,72,50
org::eclipse::jdt::internal::formatter::DefaultCodeFormatter,org::eclipse::jdt::core::formatter::CodeFormatter,484,93,93,2,0,33,65,7
org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFormatter::FormattingPrefix,org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFormatter::Prefix,15,3,3,1,0,4,7,0
org::eclipse::jdt::internal::eval::CodeSnippetAllocationExpression,org::eclipse::jdt::internal::compiler::lookup::ProblemReasons,190,42,42,5,0,17,47,6
org::eclipse::jdt::internal::core::MultiOperation,org::eclipse::jdt::internal::core::JavaModelOperation,257,55,55,2,4,16,46,1
org::eclipse::jdt::internal::core::util::JavaElementFinder,org::eclipse::jdt::internal::core::util::BindingKeyParser,94,30,30,2,0,17,42,16
org::eclipse::jdt::core::compiler::CompilationParticipant,java::lang::Object,95,8,8,1,0,3,8,28
org::eclipse::jdt::internal::compiler::lookup::ImportBinding,org::eclipse::jdt::internal::compiler::lookup::Binding,21,6,6,2,1,3,9,6
org::eclipse::jdt::internal::formatter::comment::SubstitutionTextReader,java::io::Reader,114,25,25,1,2,4,24,11
org::eclipse::jdt::internal::core::ClassFile,org::eclipse::jdt::core::IClassFile,647,127,127,4,0,50,135,688
org::eclipse::jdt::core::search::SearchPattern,org::eclipse::jdt::internal::core::search::matching::InternalSearchPattern,647,127,127,2,2,38,97,150
org::eclipse::jdt::internal::core::Region,org::eclipse::jdt::core::IRegion,120,22,22,1,1,4,21,4
org::eclipse::jdt::internal::core::JavaModelManager,org::eclipse::core::resources::ISaveParticipant,647,127,127,1,0,50,135,3057
org::eclipse::jdt::internal::compiler::ast::AbstractMethodDeclaration,org::eclipse::jdt::internal::compiler::ast::ASTNode,382,90,90,2,3,42,86,288
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMessageSendName,org::eclipse::jdt::internal::compiler::ast::MessageSend,44,10,10,5,0,5,15,1
org::eclipse::jdt::internal::compiler::parser::RecoveredField,org::eclipse::jdt::internal::compiler::parser::RecoveredElement,201,51,51,2,1,12,30,10
org::eclipse::jdt::internal::compiler::ast::QualifiedTypeReference,org::eclipse::jdt::internal::compiler::ast::TypeReference,110,27,27,5,4,18,43,12
org::eclipse::jdt::core::dom::ChildPropertyDescriptor,org::eclipse::jdt::core::dom::StructuralPropertyDescriptor,66,5,5,2,0,3,6,3
org::eclipse::jdt::internal::compiler::ast::SynchronizedStatement,org::eclipse::jdt::internal::compiler::ast::SubRoutineStatement,174,31,31,4,0,19,58,9
org::eclipse::jdt::internal::compiler::util::HashtableOfInt,java::lang::Object,74,23,23,1,0,2,8,10
org::eclipse::jdt::internal::core::Openable,org::eclipse::jdt::core::IOpenable,438,84,84,3,6,42,107,190
org::eclipse::jdt::internal::core::JavaProject,org::eclipse::jdt::internal::compiler::util::SuffixConstants,647,127,127,4,1,50,135,5119
org::eclipse::jdt::internal::compiler::ast::InstanceOfExpression,org::eclipse::jdt::internal::compiler::ast::OperatorExpression,86,14,14,5,0,14,35,5
org::eclipse::jdt::core::dom::DoStatement,org::eclipse::jdt::core::dom::Statement,174,26,26,3,0,12,40,8
org::eclipse::jdt::internal::compiler::CompilationResult,java::lang::Object,309,76,76,1,0,24,53,108
org::eclipse::jdt::internal::compiler::ast::Javadoc,org::eclipse::jdt::internal::compiler::ast::ASTNode,647,127,127,2,3,50,84,6
org::eclipse::jdt::internal::core::search::indexing::IndexBinaryFolder,org::eclipse::jdt::internal::core::search::indexing::IndexRequest,127,21,21,2,0,17,28,0
org::eclipse::jdt::core::dom::ASTVisitor,java::lang::Object,647,127,127,1,8,50,135,14028
org::eclipse::jdt::internal::compiler::codegen::CaseLabel,org::eclipse::jdt::internal::compiler::codegen::BranchLabel,50,12,12,3,0,1,14,3
org::eclipse::jdt::internal::core::search::matching::MethodLocator,org::eclipse::jdt::internal::core::search::matching::PatternLocator,647,127,127,2,0,50,127,0
org::eclipse::jdt::core::search::SearchEngine::ResultCollectorAdapter,org::eclipse::jdt::core::search::SearchRequestor,27,4,4,2,0,3,11,0
org::eclipse::jdt::internal::core::BecomeWorkingCopyOperation,org::eclipse::jdt::internal::core::JavaModelOperation,38,6,6,2,0,9,18,0
org::eclipse::jdt::internal::eval::InstallException,java::lang::Exception,15,2,2,1,0,1,2,0
org::eclipse::jdt::internal::core::util::HashSetOfArray,java::lang::Object,115,30,30,1,0,6,20,2
org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFormatter::ExtendedFlattener,org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFlattener,51,14,14,3,0,9,21,6
org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFormatter,java::lang::Object,285,62,62,1,0,32,56,47
org::eclipse::jdt::internal::codeassist::InternalCompletionContext,java::lang::Object,58,12,12,1,1,8,12,0
org::eclipse::jdt::core::jdom::DOMException,java::lang::RuntimeException,14,2,2,1,0,1,1,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword2,org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword,18,5,5,3,0,2,9,5
org::eclipse::jdt::internal::codeassist::CompletionUnitStructureRequestor,org::eclipse::jdt::internal::core::CompilationUnitStructureRequestor,141,40,40,3,0,47,33,0
org::eclipse::jdt::internal::codeassist::SelectionEngine,org::eclipse::jdt::internal::codeassist::impl::Engine,647,127,127,2,0,50,135,5
org::eclipse::jdt::internal::core::jdom::DOMMember,org::eclipse::jdt::internal::core::jdom::DOMNode,279,33,33,3,4,7,42,2
org::eclipse::jdt::internal::compiler::lookup::MissingTypeBinding,org::eclipse::jdt::internal::compiler::lookup::BinaryTypeBinding,52,7,7,5,0,9,10,3
org::eclipse::jdt::core::dom::WildcardType,org::eclipse::jdt::core::dom::Type,169,22,22,3,0,9,40,13
org::eclipse::jdt::internal::compiler::problem::AbortCompilation,java::lang::RuntimeException,36,10,10,1,1,6,14,0
org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteAnalyzer::SwitchListRewriter,org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteAnalyzer::ParagraphListRewriter,14,4,4,3,0,2,6,0
org::eclipse::jdt::core::search::PackageReferenceMatch,org::eclipse::jdt::internal::core::search::matching::InternalReferenceMatch,15,1,1,4,0,3,1,0
org::eclipse::jdt::internal::formatter::FormatterCommentParser,org::eclipse::jdt::internal::formatter::comment::IJavaDocTagConstants,498,115,112,3,0,16,62,3
org::eclipse::jdt::core::dom::SimpleType,org::eclipse::jdt::core::dom::Type,112,19,19,3,0,11,35,2
org::eclipse::jdt::internal::compiler::lookup::RawTypeBinding,org::eclipse::jdt::internal::compiler::lookup::ParameterizedTypeBinding,154,35,35,5,0,9,46,55
org::eclipse::jdt::core::dom::BodyDeclaration,org::eclipse::jdt::core::dom::ASTNode,182,19,19,2,6,11,31,19
org::eclipse::jdt::core::dom::Modifier,org::eclipse::jdt::core::dom::ASTNode,340,40,40,2,0,10,54,273
org::eclipse::jdt::core::dom::SuperMethodInvocation,org::eclipse::jdt::core::dom::Expression,241,35,35,3,0,15,55,34
org::eclipse::jdt::internal::compiler::ast::BinaryExpression,org::eclipse::jdt::internal::compiler::ast::OperatorExpression,647,127,127,5,4,18,125,59
org::eclipse::jdt::internal::core::search::matching::LocalVariableLocator,org::eclipse::jdt::internal::core::search::matching::VariableLocator,79,30,27,3,0,17,16,3
org::eclipse::jdt::internal::compiler::batch::ClasspathSourceJar,org::eclipse::jdt::internal::compiler::batch::ClasspathJar,29,6,6,3,0,9,12,1
org::eclipse::jdt::internal::compiler::flow::InsideSubRoutineFlowContext,org::eclipse::jdt::internal::compiler::flow::FlowContext,29,8,8,2,0,6,14,7
org::eclipse::jdt::internal::core::MovePackageFragmentRootOperation,org::eclipse::jdt::internal::core::CopyPackageFragmentRootOperation,240,42,42,3,0,23,49,0
org::eclipse::jdt::internal::core::util::VerificationInfo,org::eclipse::jdt::internal::core::util::ClassFileStruct,40,10,10,2,0,4,11,10
org::eclipse::jdt::internal::core::SetClasspathOperation,org::eclipse::jdt::internal::core::ChangeClasspathOperation,54,9,9,3,0,12,19,0
org::eclipse::jdt::core::dom::ASTRecoveryPropagator,org::eclipse::jdt::core::dom::DefaultASTVisitor,386,119,119,3,0,24,52,15
org::eclipse::jdt::core::formatter::IndentManipulation,java::lang::Object,375,52,52,1,0,17,39,45
org::eclipse::jdt::core::dom::BlockComment,org::eclipse::jdt::core::dom::Comment,55,10,10,3,0,7,21,0
org::eclipse::jdt::internal::core::search::matching::VariablePattern,org::eclipse::jdt::internal::core::search::matching::JavaSearchPattern,34,8,8,4,2,2,3,0
org::eclipse::jdt::internal::core::MoveResourceElementsOperation,org::eclipse::jdt::internal::core::CopyResourceElementsOperation,18,3,3,4,1,3,3,0
org::eclipse::jdt::internal::codeassist::CompletionElementNotifier,org::eclipse::jdt::internal::compiler::SourceElementNotifier,162,48,48,2,0,17,20,0
org::eclipse::jdt::core::search::SearchEngine::TypeNameRequestorAdapter,org::eclipse::jdt::internal::core::search::IRestrictedAccessTypeRequestor,10,3,3,1,0,4,4,0
org::eclipse::jdt::internal::formatter::BinaryExpressionFragmentBuilder,org::eclipse::jdt::internal::compiler::ASTVisitor,352,80,80,2,0,48,57,1019
org::eclipse::jdt::internal::core::util::MethodInfo,org::eclipse::jdt::core::util::IMethodInfo,169,36,36,2,0,19,32,75
org::eclipse::jdt::internal::compiler::DefaultErrorHandlingPolicies,java::lang::Object,40,4,4,1,0,1,4,6
org::eclipse::jdt::internal::compiler::parser::RecoveryScanner,org::eclipse::jdt::internal::compiler::parser::Scanner,194,46,46,2,0,6,25,82
org::eclipse::jdt::internal::codeassist::complete::CompletionParser,org::eclipse::jdt::internal::codeassist::impl::AssistParser,647,127,127,3,0,50,135,371
org::eclipse::jdt::internal::codeassist::impl::AssistParser,org::eclipse::jdt::internal::compiler::parser::Parser,647,127,127,2,2,29,135,369
org::eclipse::jdt::internal::core::LocalVariable.getAnnotation()::LocalVarAnnotation,org::eclipse::jdt::internal::core::Annotation,15,5,5,5,0,5,7,6
org::eclipse::jdt::internal::core::builder::ClasspathLocation,java::lang::Object,28,8,8,1,3,10,16,28
org::eclipse::jdt::internal::compiler::ast::NameReference,org::eclipse::jdt::internal::compiler::ast::Reference,35,10,10,5,2,5,9,28
org::eclipse::jdt::core::dom::ASTNode::NodeList,java::util::AbstractList,187,24,24,1,0,9,37,0
org::eclipse::jdt::internal::compiler::ast::ArrayInitializer,org::eclipse::jdt::internal::compiler::ast::Expression,201,50,50,4,0,16,48,0
org::eclipse::jdt::core::CompletionRequestorAdapter,org::eclipse::jdt::core::ICompletionRequestor,139,14,14,1,0,1,14,91
org::eclipse::jdt::core::dom::BindingComparator,java::lang::Object,267,62,62,1,0,16,33,0
org::eclipse::jdt::core::dom::PackageDeclaration,org::eclipse::jdt::core::dom::ASTNode,219,34,34,2,0,16,52,17
org::eclipse::jdt::internal::compiler::ast::ThisReference,org::eclipse::jdt::internal::compiler::ast::Reference,83,21,21,5,3,15,27,91
org::eclipse::jdt::core::compiler::CategorizedProblem,org::eclipse::jdt::core::compiler::IProblem,51,2,2,1,1,3,4,6
org::eclipse::jdt::internal::compiler::lookup::UnresolvedReferenceBinding,org::eclipse::jdt::internal::compiler::lookup::ReferenceBinding,64,16,16,4,0,7,14,1
org::eclipse::jdt::core::dom::SwitchCase,org::eclipse::jdt::core::dom::Statement,126,19,19,3,0,10,37,5
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedTypeReference,org::eclipse::jdt::internal::compiler::ast::QualifiedTypeReference,38,10,10,6,0,10,16,1
org::eclipse::jdt::internal::core::ResolvedSourceType,org::eclipse::jdt::internal::core::SourceType,29,7,7,7,1,3,10,5
org::eclipse::jdt::internal::compiler::env::EnumConstantSignature,java::lang::Object,23,4,4,1,0,2,7,1
org::eclipse::jdt::core::dom::DefaultBindingResolver::BindingTables,java::lang::Object,4,1,1,1,0,2,1,0
org::eclipse::jdt::internal::core::dom::rewrite::RewriteEvent,java::lang::Object,27,0,0,1,2,1,5,10
org::eclipse::jdt::internal::core::search::matching::OrLocator,org::eclipse::jdt::internal::core::search::matching::PatternLocator,267,93,93,2,0,26,51,0
org::eclipse::jdt::internal::compiler::parser::JavadocParser,org::eclipse::jdt::internal::compiler::parser::AbstractCommentParser,647,127,127,2,4,36,71,0
org::eclipse::jdt::core::search::TypeReferenceMatch,org::eclipse::jdt::internal::core::search::matching::InternalReferenceMatch,77,5,5,4,0,3,7,2
org::eclipse::jdt::internal::core::Annotation,org::eclipse::jdt::core::IAnnotation,56,16,16,4,3,11,23,28
org::eclipse::jdt::core::search::TypeNameRequestor,java::lang::Object,31,1,1,1,2,1,1,0
org::eclipse::jdt::internal::core::jdom::DOMPackage,org::eclipse::jdt::internal::core::jdom::DOMNode,114,14,14,3,0,8,25,10
org::eclipse::jdt::internal::codeassist::select::SelectionOnParameterizedSingleTypeReference,org::eclipse::jdt::internal::compiler::ast::ParameterizedSingleTypeReference,25,5,5,8,0,5,11,3
org::eclipse::jdt::internal::codeassist::impl::AssistInitializer,org::eclipse::jdt::internal::core::Initializer,13,3,3,6,0,6,5,0
org::eclipse::jdt::internal::formatter::DefaultCodeFormatterOptions,java::lang::Object,647,127,127,1,0,10,17,18
org::eclipse::jdt::internal::core::search::matching::TypeReferenceLocator,org::eclipse::jdt::internal::core::search::matching::PatternLocator,647,127,127,2,0,50,90,15
org::eclipse::jdt::internal::compiler::ast::Reference,org::eclipse::jdt::internal::compiler::ast::Expression,49,11,11,4,4,10,17,21
org::eclipse::jdt::internal::compiler::codegen::LongCache,java::lang::Object,152,27,27,1,0,3,14,3
org::eclipse::jdt::internal::compiler::parser::Parser,org::eclipse::jdt::internal::compiler::lookup::TypeIds,647,127,127,1,5,50,135,707
org::eclipse::jdt::internal::core::SourceMethod,org::eclipse::jdt::internal::core::NamedMember,274,56,56,6,1,20,83,203
org::eclipse::jdt::internal::compiler::impl::ShortConstant,org::eclipse::jdt::internal::compiler::impl::Constant,37,12,12,2,0,1,13,34
org::eclipse::jdt::internal::core::jdom::SiblingEnumeration,java::lang::Object,23,4,4,1,0,1,3,0
org::eclipse::jdt::core::search::MethodDeclarationMatch,org::eclipse::jdt::core::search::SearchMatch,13,1,1,2,0,3,1,0
org::eclipse::jdt::internal::core::dom::rewrite::RewriteEventStore::EventHolder,java::lang::Object,12,2,2,1,0,5,7,0
org::eclipse::jdt::core::formatter::CodeFormatter,java::lang::Object,99,1,1,1,1,4,3,3
org::eclipse::jdt::internal::eval::CodeSnippetReturnStatement,org::eclipse::jdt::internal::eval::EvaluationConstants,108,22,22,4,0,14,34,65
org::eclipse::jdt::internal::eval::CodeSnippetSuperReference,org::eclipse::jdt::internal::eval::EvaluationConstants,28,8,8,7,0,4,10,21
org::eclipse::jdt::internal::core::NullBuffer,org::eclipse::jdt::internal::core::Buffer,6,1,1,2,0,2,1,0
org::eclipse::jdt::internal::codeassist::impl::AssistSourceMethod,org::eclipse::jdt::internal::core::ResolvedSourceMethod,44,11,11,8,0,12,16,7
org::eclipse::jdt::internal::core::ResolvedBinaryMethod,org::eclipse::jdt::internal::core::BinaryMethod,26,6,6,8,0,2,7,3
org::eclipse::jdt::internal::compiler::lookup::SyntheticMethodBinding,org::eclipse::jdt::internal::compiler::lookup::MethodBinding,371,64,64,3,0,20,22,0
org::eclipse::jdt::internal::core::dom::rewrite::LineCommentEndOffsets,java::lang::Object,54,14,14,1,0,7,11,3
org::eclipse::jdt::internal::core::eval::GlobalVariableWrapper,java::lang::Object,29,5,5,1,0,2,7,0
org::eclipse::jdt::internal::compiler::codegen::FloatCache,java::lang::Object,131,27,27,1,0,4,13,0
org::eclipse::jdt::internal::core::util::Annotation,org::eclipse::jdt::core::util::IAnnotation,53,10,10,2,0,6,12,6
org::eclipse::jdt::internal::eval::EvaluationContext,org::eclipse::jdt::internal::compiler::util::SuffixConstants,553,51,51,1,0,39,60,94
org::eclipse::jdt::internal::compiler::lookup::BaseTypeBinding,org::eclipse::jdt::internal::compiler::lookup::TypeBinding,173,78,78,3,0,4,15,71
org::eclipse::jdt::internal::core::search::PatternSearchJob,java::lang::Object,75,23,23,1,1,18,23,23
<Default Package>::GenerateBuildScript,java::lang::Object,87,12,12,1,0,12,29,0
org::eclipse::jdt::core::search::SearchParticipant,java::lang::Object,164,8,8,1,1,13,20,36
org::eclipse::jdt::internal::compiler::ast::TypeDeclaration,org::eclipse::jdt::internal::compiler::ast::Statement,647,127,127,3,2,50,135,471
org::eclipse::jdt::internal::compiler::batch::Main::Logger,java::lang::Object,647,127,127,1,0,50,135,190
org::eclipse::jdt::internal::compiler::ast::FalseLiteral,org::eclipse::jdt::internal::compiler::ast::MagicLiteral,48,11,11,6,0,6,13,15
org::eclipse::jdt::internal::core::CreateTypeHierarchyOperation,org::eclipse::jdt::internal::core::JavaModelOperation,81,12,12,2,0,14,15,2
org::eclipse::jdt::core::Flags,java::lang::Object,272,34,34,1,0,3,26,207
org::eclipse::jdt::internal::compiler::AbstractAnnotationProcessorManager,java::lang::Object,65,0,0,1,0,6,10,45
org::eclipse::jdt::internal::compiler::lookup::BinaryLocalVariableBinding,org::eclipse::jdt::internal::compiler::lookup::LocalVariableBinding,7,2,2,4,0,2,2,0
